PMID	Sentence	Source	Target	Label
7810659	Animals treated with superoxide dismutase (SOD), or SOD + -847- (-847-) had greater -7124- in the hepatic effluent compared with I R alone; however, SOD or SOD + -847- did not cause additional release of -26503-.SOD + -847- plus anti- -7124- serum resulted in significant protection compared with SOD + -847- plus control serum$	-847->847>1	-26503->26503>0	Affirmative
7810659	Animals treated with superoxide dismutase (SOD), or SOD + -847- (-847-) had greater -7124- in the hepatic effluent compared with I R alone; however, SOD or SOD + -847- did not cause additional release of -26503-.SOD + -847- plus anti- -7124- serum resulted in significant protection compared with SOD + -847- plus control serum$	-847->847>1	-7124->7124>0	Affirmative
7810659	Animals treated with superoxide dismutase (SOD), or SOD + -847- (-847-) had greater -7124- in the hepatic effluent compared with I R alone; however, SOD or SOD + -847- did not cause additional release of -26503-.SOD + -847- plus anti- -7124- serum resulted in significant protection compared with SOD + -847- plus control serum$	-847->847>1	-7124->7124>1	Affirmative
7810659	Animals treated with superoxide dismutase (SOD), or SOD + -847- (-847-) had greater -7124- in the hepatic effluent compared with I R alone; however, SOD or SOD + -847- did not cause additional release of -26503-.SOD + -847- plus anti- -7124- serum resulted in significant protection compared with SOD + -847- plus control serum$	-847->847>2	-7124->7124>0	Affirmative
7810659	Animals treated with superoxide dismutase (SOD), or SOD + -847- (-847-) had greater -7124- in the hepatic effluent compared with I R alone; however, SOD or SOD + -847- did not cause additional release of -26503-.SOD + -847- plus anti- -7124- serum resulted in significant protection compared with SOD + -847- plus control serum$	-847->847>3	-26503->26503>0	Affirmative
7810659	Animals treated with superoxide dismutase (SOD), or SOD + -847- (-847-) had greater -7124- in the hepatic effluent compared with I R alone; however, SOD or SOD + -847- did not cause additional release of -26503-.SOD + -847- plus anti- -7124- serum resulted in significant protection compared with SOD + -847- plus control serum$	-847->847>3	-7124->7124>0	Affirmative
7810659	Animals treated with superoxide dismutase (SOD), or SOD + -847- (-847-) had greater -7124- in the hepatic effluent compared with I R alone; however, SOD or SOD + -847- did not cause additional release of -26503-.SOD + -847- plus anti- -7124- serum resulted in significant protection compared with SOD + -847- plus control serum$	-847->847>3	-7124->7124>1	Affirmative
7810659	Animals treated with superoxide dismutase (SOD), or SOD + -847- (-847-) had greater -7124- in the hepatic effluent compared with I R alone; however, SOD or SOD + -847- did not cause additional release of -26503-.SOD + -847- plus anti- -7124- serum resulted in significant protection compared with SOD + -847- plus control serum$	-847->847>4	-26503->26503>0	Affirmative
7810659	Animals treated with superoxide dismutase (SOD), or SOD + -847- (-847-) had greater -7124- in the hepatic effluent compared with I R alone; however, SOD or SOD + -847- did not cause additional release of -26503-.SOD + -847- plus anti- -7124- serum resulted in significant protection compared with SOD + -847- plus control serum$	-847->847>4	-7124->7124>0	Affirmative
7810659	Animals treated with superoxide dismutase (SOD), or SOD + -847- (-847-) had greater -7124- in the hepatic effluent compared with I R alone; however, SOD or SOD + -847- did not cause additional release of -26503-.SOD + -847- plus anti- -7124- serum resulted in significant protection compared with SOD + -847- plus control serum$	-847->847>4	-7124->7124>1	Affirmative
7810659	Animals treated with superoxide dismutase (SOD), or SOD + -847- (-847-) had greater -7124- in the hepatic effluent compared with I R alone; however, SOD or SOD + -847- did not cause additional release of -26503-.SOD + -847- plus anti- -7124- serum resulted in significant protection compared with SOD + -847- plus control serum$	-26503->26503>0	-7124->7124>0	Affirmative
7810659	Animals treated with superoxide dismutase (SOD), or SOD + -847- (-847-) had greater -7124- in the hepatic effluent compared with I R alone; however, SOD or SOD + -847- did not cause additional release of -26503-.SOD + -847- plus anti- -7124- serum resulted in significant protection compared with SOD + -847- plus control serum$	-26503->26503>0	-7124->7124>1	Affirmative
7810329	Full length vasostatin I (-1113-1-76) (40 nM), but not the truncated vasostatin I, -1113-1-40 (100 nM) mimics natural -1113- fragments in its inhibition of contractions induced by -1906- (ET-1) in calcium containing medium$	-1113->1113>0	-1906->1906>0	Affirmative
7810329	Full length vasostatin I (-1113-1-76) (40 nM), but not the truncated vasostatin I, -1113-1-40 (100 nM) mimics natural -1113- fragments in its inhibition of contractions induced by -1906- (ET-1) in calcium containing medium$	-1113->1113>1	-1906->1906>0	Affirmative
7810329	Full length vasostatin I (-1113-1-76) (40 nM), but not the truncated vasostatin I, -1113-1-40 (100 nM) mimics natural -1113- fragments in its inhibition of contractions induced by -1906- (ET-1) in calcium containing medium$	-1113->1113>2	-1906->1906>0	Affirmative
7811385	Although basic fibroblast growth factor (bFGF) and -16000- (-16000-) were mitogenic for -20683- cells, neutralizing antibodies against -16000-, bFGF, platelet-derived growth factor (PDGF), and -13645- (EGF) did not inhibit the mitogenic activity of 3T3-L1 CM$	-13645->13645>0	-16000->16000>0	Affirmative
7811385	Although basic fibroblast growth factor (bFGF) and -16000- (-16000-) were mitogenic for -20683- cells, neutralizing antibodies against -16000-, bFGF, platelet-derived growth factor (PDGF), and -13645- (EGF) did not inhibit the mitogenic activity of 3T3-L1 CM$	-13645->13645>0	-16000->16000>1	Affirmative
7811385	Although basic fibroblast growth factor (bFGF) and -16000- (-16000-) were mitogenic for -20683- cells, neutralizing antibodies against -16000-, bFGF, platelet-derived growth factor (PDGF), and -13645- (EGF) did not inhibit the mitogenic activity of 3T3-L1 CM$	-13645->13645>0	-16000->16000>2	Affirmative
7811385	Although basic fibroblast growth factor (bFGF) and -16000- (-16000-) were mitogenic for -20683- cells, neutralizing antibodies against -16000-, bFGF, platelet-derived growth factor (PDGF), and -13645- (EGF) did not inhibit the mitogenic activity of 3T3-L1 CM$	-13645->13645>0	-20683->20683>0	Affirmative
7811385	Although basic fibroblast growth factor (bFGF) and -16000- (-16000-) were mitogenic for -20683- cells, neutralizing antibodies against -16000-, bFGF, platelet-derived growth factor (PDGF), and -13645- (EGF) did not inhibit the mitogenic activity of 3T3-L1 CM$	-16000->16000>0	-20683->20683>0	Affirmative
7811385	Although basic fibroblast growth factor (bFGF) and -16000- (-16000-) were mitogenic for -20683- cells, neutralizing antibodies against -16000-, bFGF, platelet-derived growth factor (PDGF), and -13645- (EGF) did not inhibit the mitogenic activity of 3T3-L1 CM$	-16000->16000>1	-20683->20683>0	Affirmative
7811385	Although basic fibroblast growth factor (bFGF) and -16000- (-16000-) were mitogenic for -20683- cells, neutralizing antibodies against -16000-, bFGF, platelet-derived growth factor (PDGF), and -13645- (EGF) did not inhibit the mitogenic activity of 3T3-L1 CM$	-16000->16000>2	-20683->20683>0	Affirmative
7811224	A progressive elevation in serum -6906- - -but not in other binding proteins such as -57733- and -6462- - -accompanying the decline of the -920- lymphocyte count, and associated with a concomitant increase in the serum T4 value, has been reported$	-57733->57733>0	-6462->6462>0	Affirmative
7811224	A progressive elevation in serum -6906- - -but not in other binding proteins such as -57733- and -6462- - -accompanying the decline of the -920- lymphocyte count, and associated with a concomitant increase in the serum T4 value, has been reported$	-57733->57733>0	-6906->6906>0	Affirmative
7811224	A progressive elevation in serum -6906- - -but not in other binding proteins such as -57733- and -6462- - -accompanying the decline of the -920- lymphocyte count, and associated with a concomitant increase in the serum T4 value, has been reported$	-6462->6462>0	-6906->6906>0	Affirmative
7811224	A progressive elevation in serum -6906- - -but not in other binding proteins such as -57733- and -6462- - -accompanying the decline of the -920- lymphocyte count, and associated with a concomitant increase in the serum T4 value, has been reported$	-6906->6906>0	-920->920>0	Affirmative
7811730	A tryptophan in P6 is unfavourable for both -300250- and rK2 but not for -266717- and -300250-0, whereas a negatively charged residue has a negative effect for all four kallikreins$	-266717->266717>0	-300250->300250>0	Affirmative
7811730	A tryptophan in P6 is unfavourable for both -300250- and rK2 but not for -266717- and -300250-0, whereas a negatively charged residue has a negative effect for all four kallikreins$	-266717->266717>0	-300250->300250>1	Affirmative
7812002	By reverse transcription-polymerase chain reaction (RT-PCR), EBNA-1 was detected at low levels, and neither -17494192- nor -17494204- were found in any of the three cases examined$	-17494192->17494192>0	-17494204->17494204>0	Affirmative
7812002	The cells of these four cases did not show rearrangement or overexpression of -4609- and -596- genes by Southern and Northern blots, and the mutation of -7157- gene was detected in only one patient$	-4609->4609>0	-596->596>0	Affirmative
7812002	The cells of these four cases did not show rearrangement or overexpression of -4609- and -596- genes by Southern and Northern blots, and the mutation of -7157- gene was detected in only one patient$	-4609->4609>0	-7157->7157>0	Affirmative
7812002	The cells of these four cases did not show rearrangement or overexpression of -4609- and -596- genes by Southern and Northern blots, and the mutation of -7157- gene was detected in only one patient$	-596->596>0	-7157->7157>0	Affirmative
7812211	However, in the multivariate analysis, -567-, growth fraction, performance status, and serum levels of thymidine kinase and -1401-, but not PCAP, maintained a significant prognostic relevance$	-1401->1401>0	-567->567>0	Affirmative
7813219	Serum concentrations of both -6462- (-6462-) and -866- (CBG) were also measured and were increased more than 3-fold and 2-fold, respectively, on day 21 of the treatment cycle, with no statistically significant difference between treatment groups$	-6462->6462>0	-866->866>0	Affirmative
7813219	Serum concentrations of both -6462- (-6462-) and -866- (CBG) were also measured and were increased more than 3-fold and 2-fold, respectively, on day 21 of the treatment cycle, with no statistically significant difference between treatment groups$	-6462->6462>1	-866->866>0	Affirmative
7813073	Although a variety of methods have become available for the determination of high-density lipoprotein (HDL) subfractions in plasma, a review of published data from nine studies of coronary disease outcomes and 10 investigations of coronary artery disease severity do no suggest that measurement of -57338- -cholesterol (C) and -53369- -C offer any advantage in the prediction of coronary disease over the determination of total HDL-C alone$	-53369->53369>0	-57338->57338>0	Affirmative
7813819	Antisera selective for G(o) alpha subtypes reduced the effects of -6750- on GTPase activity (GTPase activity in absence of antisera, 125 + - 3% of control; in the presence of antisera 976, 110 + - 2% of control; n = 13, P < 0.001), whereas antisera directed against G(i) alpha 1, G(i) alpha 2, G(i) alpha 3, and -2778- were without effect$	-2778->2778>0	-6750->6750>0	Affirmative
7813707	Likewise, no difference in the extent of enhancement was seen between -920-+ -925- - and -920- - -925-+ clones, or whether the clones were tested for modulation of BFU-E from PBMNC-T of autologous or allogeneic origin$	-920->920>0	-925->925>0	Affirmative
7813707	Likewise, no difference in the extent of enhancement was seen between -920-+ -925- - and -920- - -925-+ clones, or whether the clones were tested for modulation of BFU-E from PBMNC-T of autologous or allogeneic origin$	-920->920>0	-925->925>1	Affirmative
7813707	Likewise, no difference in the extent of enhancement was seen between -920-+ -925- - and -920- - -925-+ clones, or whether the clones were tested for modulation of BFU-E from PBMNC-T of autologous or allogeneic origin$	-920->920>1	-925->925>0	Affirmative
7813707	Likewise, no difference in the extent of enhancement was seen between -920-+ -925- - and -920- - -925-+ clones, or whether the clones were tested for modulation of BFU-E from PBMNC-T of autologous or allogeneic origin$	-920->920>1	-925->925>1	Affirmative
7813426	In this paper we show that combined mutations in the predicted A and C helices, previously suggested to establish contacts with -3572-, give rise to variants with no bioactivity but unimpaired binding to -3569-R alpha$	-3569->3569>0	-3572->3572>0	Affirmative
7814383	The bulk of p60 is stably associated with proteins of 58 and 54 kDa, while p200 is associated with a fraction of p60 in a separate complex lacking -108718427- and -394429-$	-108718427->108718427>0	-394429->394429>0	Affirmative
7814145	We detected transcripts for 2 cytoplasmic (ABL and FES) and 6 receptor (-1969-, -2064-, -2264-, -3480-, -3791- and TIE) kinases but not for receptors -5979- or -4914-$	-1969->1969>0	-2064->2064>0	Affirmative
7814145	We detected transcripts for 2 cytoplasmic (ABL and FES) and 6 receptor (-1969-, -2064-, -2264-, -3480-, -3791- and TIE) kinases but not for receptors -5979- or -4914-$	-1969->1969>0	-2264->2264>0	Affirmative
7814145	We detected transcripts for 2 cytoplasmic (ABL and FES) and 6 receptor (-1969-, -2064-, -2264-, -3480-, -3791- and TIE) kinases but not for receptors -5979- or -4914-$	-1969->1969>0	-3480->3480>0	Affirmative
7814145	We detected transcripts for 2 cytoplasmic (ABL and FES) and 6 receptor (-1969-, -2064-, -2264-, -3480-, -3791- and TIE) kinases but not for receptors -5979- or -4914-$	-1969->1969>0	-3791->3791>0	Affirmative
7814145	We detected transcripts for 2 cytoplasmic (ABL and FES) and 6 receptor (-1969-, -2064-, -2264-, -3480-, -3791- and TIE) kinases but not for receptors -5979- or -4914-$	-1969->1969>0	-4914->4914>0	Affirmative
7814145	We detected transcripts for 2 cytoplasmic (ABL and FES) and 6 receptor (-1969-, -2064-, -2264-, -3480-, -3791- and TIE) kinases but not for receptors -5979- or -4914-$	-1969->1969>0	-5979->5979>0	Affirmative
7814145	We detected transcripts for 2 cytoplasmic (ABL and FES) and 6 receptor (-1969-, -2064-, -2264-, -3480-, -3791- and TIE) kinases but not for receptors -5979- or -4914-$	-2064->2064>0	-2264->2264>0	Affirmative
7814145	We detected transcripts for 2 cytoplasmic (ABL and FES) and 6 receptor (-1969-, -2064-, -2264-, -3480-, -3791- and TIE) kinases but not for receptors -5979- or -4914-$	-2064->2064>0	-3480->3480>0	Affirmative
7814145	We detected transcripts for 2 cytoplasmic (ABL and FES) and 6 receptor (-1969-, -2064-, -2264-, -3480-, -3791- and TIE) kinases but not for receptors -5979- or -4914-$	-2064->2064>0	-3791->3791>0	Affirmative
7814145	We detected transcripts for 2 cytoplasmic (ABL and FES) and 6 receptor (-1969-, -2064-, -2264-, -3480-, -3791- and TIE) kinases but not for receptors -5979- or -4914-$	-2064->2064>0	-4914->4914>0	Affirmative
7814145	We detected transcripts for 2 cytoplasmic (ABL and FES) and 6 receptor (-1969-, -2064-, -2264-, -3480-, -3791- and TIE) kinases but not for receptors -5979- or -4914-$	-2064->2064>0	-5979->5979>0	Affirmative
7814145	We detected transcripts for 2 cytoplasmic (ABL and FES) and 6 receptor (-1969-, -2064-, -2264-, -3480-, -3791- and TIE) kinases but not for receptors -5979- or -4914-$	-2264->2264>0	-3480->3480>0	Affirmative
7814145	We detected transcripts for 2 cytoplasmic (ABL and FES) and 6 receptor (-1969-, -2064-, -2264-, -3480-, -3791- and TIE) kinases but not for receptors -5979- or -4914-$	-2264->2264>0	-3791->3791>0	Affirmative
7814145	We detected transcripts for 2 cytoplasmic (ABL and FES) and 6 receptor (-1969-, -2064-, -2264-, -3480-, -3791- and TIE) kinases but not for receptors -5979- or -4914-$	-2264->2264>0	-4914->4914>0	Affirmative
7814145	We detected transcripts for 2 cytoplasmic (ABL and FES) and 6 receptor (-1969-, -2064-, -2264-, -3480-, -3791- and TIE) kinases but not for receptors -5979- or -4914-$	-2264->2264>0	-5979->5979>0	Affirmative
7814145	We detected transcripts for 2 cytoplasmic (ABL and FES) and 6 receptor (-1969-, -2064-, -2264-, -3480-, -3791- and TIE) kinases but not for receptors -5979- or -4914-$	-3480->3480>0	-3791->3791>0	Affirmative
7814145	We detected transcripts for 2 cytoplasmic (ABL and FES) and 6 receptor (-1969-, -2064-, -2264-, -3480-, -3791- and TIE) kinases but not for receptors -5979- or -4914-$	-3480->3480>0	-4914->4914>0	Affirmative
7814145	We detected transcripts for 2 cytoplasmic (ABL and FES) and 6 receptor (-1969-, -2064-, -2264-, -3480-, -3791- and TIE) kinases but not for receptors -5979- or -4914-$	-3480->3480>0	-5979->5979>0	Affirmative
7814145	We detected transcripts for 2 cytoplasmic (ABL and FES) and 6 receptor (-1969-, -2064-, -2264-, -3480-, -3791- and TIE) kinases but not for receptors -5979- or -4914-$	-3791->3791>0	-4914->4914>0	Affirmative
7814145	We detected transcripts for 2 cytoplasmic (ABL and FES) and 6 receptor (-1969-, -2064-, -2264-, -3480-, -3791- and TIE) kinases but not for receptors -5979- or -4914-$	-3791->3791>0	-5979->5979>0	Affirmative
7814145	We detected transcripts for 2 cytoplasmic (ABL and FES) and 6 receptor (-1969-, -2064-, -2264-, -3480-, -3791- and TIE) kinases but not for receptors -5979- or -4914-$	-4914->4914>0	-5979->5979>0	Affirmative
7814145	Genes for -1969-, -2264- and TIE were expressed ectopically in melanomas (not in normal melanocytes)$	-1969->1969>0	-2264->2264>0	Affirmative
7814196	This matrix analysis of these EGF family members indicated no specific pattern of ligand or receptor expression with a specific ovarian histologic category except in the case of -374- and -7039-$	-374->374>0	-7039->7039>0	Affirmative
7814645	Therapy with -24180- antagonist for 7 d reduced the increase in -24180- and -24182- expressions in the infarcted heart together with a decrease in blood pressure, whereas therapy with an -24182- antagonist did not affect mRNA levels and blood pressure$	-24180->24180>0	-24182->24182>0	Affirmative
7814645	Therapy with -24180- antagonist for 7 d reduced the increase in -24180- and -24182- expressions in the infarcted heart together with a decrease in blood pressure, whereas therapy with an -24182- antagonist did not affect mRNA levels and blood pressure$	-24180->24180>0	-24182->24182>1	Affirmative
7814645	Therapy with -24180- antagonist for 7 d reduced the increase in -24180- and -24182- expressions in the infarcted heart together with a decrease in blood pressure, whereas therapy with an -24182- antagonist did not affect mRNA levels and blood pressure$	-24180->24180>1	-24182->24182>0	Affirmative
7814645	Therapy with -24180- antagonist for 7 d reduced the increase in -24180- and -24182- expressions in the infarcted heart together with a decrease in blood pressure, whereas therapy with an -24182- antagonist did not affect mRNA levels and blood pressure$	-24180->24180>1	-24182->24182>1	Affirmative
7814645	Neither -24180- nor -24182- antagonists affected the infarct sizes$	-24180->24180>0	-24182->24182>0	Affirmative
7814861	Studies that used neutralizing Abs have demonstrated that, for signal transduction in B cells, -3600- uses the beta-chain of the -3558-R complex but, unlike -3558-, does not require the -2217-$	-2217->2217>0	-3558->3558>0	Affirmative
7814861	Studies that used neutralizing Abs have demonstrated that, for signal transduction in B cells, -3600- uses the beta-chain of the -3558-R complex but, unlike -3558-, does not require the -2217-$	-2217->2217>0	-3600->3600>0	Affirmative
7814861	Studies that used neutralizing Abs have demonstrated that, for signal transduction in B cells, -3600- uses the beta-chain of the -3558-R complex but, unlike -3558-, does not require the -2217-$	-3558->3558>0	-3600->3600>0	Affirmative
7814861	Studies that used neutralizing Abs have demonstrated that, for signal transduction in B cells, -3600- uses the beta-chain of the -3558-R complex but, unlike -3558-, does not require the -2217-$	-3558->3558>1	-3600->3600>0	Affirmative
7814861	Although it has no sequence identity with -3558-, -3600- shares many of the T cell-stimulatory activities described for -3558-$	-3558->3558>0	-3600->3600>0	Affirmative
7814861	Although it has no sequence identity with -3558-, -3600- shares many of the T cell-stimulatory activities described for -3558-$	-3558->3558>1	-3600->3600>0	Affirmative
7814861	In combination with recombinant -959-, -3600- is a potent inducer of polyclonal IgM, IgG1, and IgA secretion, but does not cause production of IgG4 or IgE$	-3600->3600>0	-959->959>0	Affirmative
7815054	Both -5111- and -983- are part of two diverse gene families, some of whose members have been localized to post-mitotic cell types with no function yet determined$	-5111->5111>0	-983->983>0	Affirmative
7814873	The ability of -5788- mAbs to stimulate NK cells appears not to be dependent on -2214-, as -5788- mAbs of both IgG1 and IgG2a isotypes were equally stimulatory, as were F(ab')2 compared with whole anti- -5788- mAbs$	-2214->2214>0	-5788->5788>1	Affirmative
7814873	The ability of -5788- mAbs to stimulate NK cells appears not to be dependent on -2214-, as -5788- mAbs of both IgG1 and IgG2a isotypes were equally stimulatory, as were F(ab')2 compared with whole anti- -5788- mAbs$	-2214->2214>0	-5788->5788>2	Affirmative
7814873	Abs specific for -5788-RO, but not -5788-RA, were able to stimulate -3458- production in NK cells$	-3458->3458>0	-5788->5788>0	Affirmative
7814972	In astrocyte cultures X-ray doses as low as 1 Gy induced the expression of -314322- and -24516- -B but had essentially no effect on c- -24516-$	-24516->24516>0	-314322->314322>0	Affirmative
7814972	In contrast, doses of up to 20 Gy had no effect on -314322-, c- -24516- and -24516- -B mRNA levels in the two brain tumour cell lines$	-24516->24516>0	-314322->314322>0	Affirmative
7814972	In contrast, doses of up to 20 Gy had no effect on -314322-, c- -24516- and -24516- -B mRNA levels in the two brain tumour cell lines$	-24516->24516>1	-314322->314322>0	Affirmative
7814972	In addition, whereas 12-O-tetradecanoylphorbol-13-acetate induced the expression of these genes in astrocytes, it had little or no effect on -314322- or -24516- expression in 9L or 175A cells$	-24516->24516>0	-314322->314322>0	Affirmative
